ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
0.06103515625,-0.17822265625,0.041015625,-11.04736328125,-6.65283203125,-5.2490234375
0.0546875,-0.1826171875,0.02734375,-9.33837890625,-9.21630859375,-5.79833984375
0.05322265625,-0.1796875,0.01171875,-7.99560546875,-10.80322265625,-6.34765625
0.06005859375,-0.16650390625,-0.0009765625,-7.01904296875,-10.7421875,-6.77490234375
0.07421875,-0.14208984375,-0.00439453125,-6.16455078125,-9.1552734375,-6.9580078125
0.09130859375,-0.1103515625,0.00634765625,-5.06591796875,-6.9580078125,-6.77490234375
0.10400390625,-0.078125,0.033203125,-3.47900390625,-5.31005859375,-6.34765625
0.107421875,-0.052734375,0.07177734375,-1.52587890625,-4.69970703125,-5.9814453125
0.10009765625,-0.03759765625,0.115234375,0.6103515625,-5.126953125,-5.92041015625
0.08740234375,-0.033203125,0.15625,2.99072265625,-6.34765625,-6.28662109375
0.07470703125,-0.0361328125,0.1865234375,5.615234375,-8.11767578125,-6.77490234375
0.0654296875,-0.044921875,0.1982421875,8.72802734375,-10.19287109375,-7.2021484375
0.06005859375,-0.056640625,0.1845703125,11.962890625,-12.14599609375,-7.568359375
0.05712890625,-0.0703125,0.146484375,14.892578125,-13.3056640625,-7.9345703125
0.0576171875,-0.08349609375,0.08984375,17.333984375,-13.48876953125,-8.30078125
0.06005859375,-0.0966796875,0.025390625,18.98193359375,-12.63427734375,-8.544921875
0.0654296875,-0.109375,-0.037109375,20.1416015625,-10.986328125,-8.6669921875
0.07080078125,-0.1240234375,-0.0908203125,20.8740234375,-8.9111328125,-8.72802734375
0.0751953125,-0.1416015625,-0.13037109375,21.30126953125,-6.7138671875,-8.7890625
0.0771484375,-0.16357421875,-0.15283203125,21.17919921875,-4.7607421875,-8.72802734375
0.07763671875,-0.1865234375,-0.1552734375,20.32470703125,-2.685546875,-8.72802734375
0.078125,-0.20458984375,-0.13232421875,18.4326171875,-0.06103515625,-8.97216796875
0.08203125,-0.20703125,-0.07568359375,16.2353515625,3.7841796875,-9.521484375
0.09326171875,-0.18798828125,0.021484375,14.5263671875,9.58251953125,-10.25390625
0.1103515625,-0.14501953125,0.17041015625,13.97705078125,18.37158203125,-10.6201171875
0.1259765625,-0.07568359375,0.39013671875,15.9912109375,31.67724609375,-10.43701171875
0.13916015625,0.02587890625,0.7060546875,22.76611328125,52.001953125,-10.6201171875
0.1796875,0.1201171875,1.10546875,29.78515625,72.44873046875,-9.46044921875
0.2216796875,0.154296875,1.51171875,34.423828125,77.1484375,-1.708984375
0.16455078125,0.12451171875,1.8310546875,42.05322265625,64.3310546875,3.90625
0.00830078125,0.0439453125,2.01123046875,53.466796875,39.0625,0.06103515625
-0.14013671875,-0.05712890625,2.04833984375,64.14794921875,6.04248046875,-6.77490234375
-0.20166015625,-0.13525390625,1.96728515625,70.6787109375,-25.69580078125,-11.1083984375
-0.16162109375,-0.15869140625,1.7958984375,72.75390625,-45.47119140625,-12.451171875
-0.04345703125,-0.13037109375,1.5712890625,71.533203125,-48.27880859375,-10.68115234375
0.109375,-0.0771484375,1.34130859375,67.138671875,-35.400390625,-6.65283203125
0.244140625,-0.02734375,1.14990234375,59.26513671875,-11.3525390625,-2.01416015625
0.31591796875,-0.00927734375,1.03759765625,49.31640625,16.845703125,1.5869140625
0.31298828125,-0.0341796875,1.03173828125,39.12353515625,42.29736328125,3.173828125
0.24951171875,-0.09228515625,1.14697265625,30.1513671875,61.03515625,2.9296875
0.15673828125,-0.16064453125,1.37451171875,23.01025390625,71.2890625,1.0986328125
0.0625,-0.21533203125,1.68212890625,18.4326171875,72.08251953125,-1.0986328125
-0.0185546875,-0.2353515625,2.0244140625,16.7236328125,64.453125,-3.35693359375
-0.0751953125,-0.21533203125,2.3505859375,17.51708984375,50.6591796875,-6.16455078125
-0.09619140625,-0.1640625,2.61572265625,19.287109375,32.28759765625,-8.85009765625
-0.0869140625,-0.0927734375,2.78662109375,21.30126953125,12.0849609375,-10.68115234375
-0.0576171875,-0.01220703125,2.8505859375,22.94921875,-5.2490234375,-12.451171875
-0.01025390625,0.068359375,2.822265625,23.3154296875,-17.51708984375,-13.85498046875
0.0546875,0.1455078125,2.73291015625,21.91162109375,-24.35302734375,-14.0380859375
0.12939453125,0.21435546875,2.61474609375,18.98193359375,-26.7333984375,-12.6953125
0.1953125,0.26611328125,2.49169921875,15.07568359375,-26.611328125,-10.25390625
0.2353515625,0.2919921875,2.380859375,10.8642578125,-26.123046875,-7.8125
0.24365234375,0.28759765625,2.28955078125,6.591796875,-26.611328125,-6.103515625
0.2265625,0.25732421875,2.2177734375,2.197265625,-28.6865234375,-5.4931640625
0.19677734375,0.2099609375,2.1552734375,-2.13623046875,-32.16552734375,-5.67626953125
0.16455078125,0.15673828125,2.08544921875,-6.40869140625,-36.31591796875,-6.04248046875
0.1337890625,0.10888671875,1.9921875,-10.43701171875,-39.85595703125,-6.591796875
0.10791015625,0.07177734375,1.869140625,-14.6484375,-41.3818359375,-7.2021484375
0.0947265625,0.04833984375,1.72119140625,-19.47021484375,-40.0390625,-7.568359375
0.095703125,0.0400390625,1.5615234375,-24.658203125,-35.64453125,-7.14111328125
0.10791015625,0.044921875,1.40576171875,-29.9072265625,-28.564453125,-5.859375
0.12353515625,0.05859375,1.26904296875,-34.60693359375,-19.95849609375,-3.90625
0.134765625,0.076171875,1.16162109375,-38.39111328125,-11.3525390625,-1.52587890625
0.1357421875,0.09228515625,1.08984375,-41.07666015625,-4.21142578125,0.8544921875
0.1259765625,0.10498046875,1.052734375,-42.3583984375,0.244140625,3.0517578125
0.107421875,0.11083984375,1.04150390625,-42.17529296875,1.46484375,4.94384765625
0.08447265625,0.10888671875,1.041015625,-40.58837890625,-0.6103515625,6.53076171875
0.05517578125,0.09716796875,1.02880859375,-37.41455078125,-6.40869140625,8.11767578125
0.03271484375,0.08056640625,0.9912109375,-34.11865234375,-12.3291015625,9.09423828125
0.01416015625,0.0615234375,0.91943359375,-30.82275390625,-17.76123046875,9.82666015625
0.00146484375,0.0419921875,0.814453125,-27.77099609375,-21.6064453125,10.31494140625
-0.00341796875,0.02490234375,0.68408203125,-25.0244140625,-23.3154296875,10.986328125
-0.00341796875,0.01171875,0.5400390625,-22.64404296875,-22.705078125,11.8408203125
-0.00244140625,0.001953125,0.39453125,-20.56884765625,-20.08056640625,12.6953125
-0.0029296875,-0.00439453125,0.25927734375,-18.6767578125,-15.869140625,13.61083984375
-0.00732421875,-0.01220703125,0.14306640625,-16.9677734375,-11.04736328125,14.34326171875
-0.0166015625,-0.0234375,0.05126953125,-15.31982421875,-6.53076171875,14.83154296875
-0.03173828125,-0.041015625,-0.01513671875,-13.73291015625,-2.9296875,14.892578125
-0.0517578125,-0.06591796875,-0.05859375,-12.26806640625,-0.1220703125,14.2822265625
-0.07275390625,-0.09814453125,-0.08349609375,-10.986328125,2.0751953125,12.939453125
-0.08984375,-0.13671875,-0.09375,-10.07080078125,4.33349609375,10.986328125
-0.09912109375,-0.1787109375,-0.09228515625,-9.21630859375,6.77490234375,8.544921875
-0.1015625,-0.2158203125,-0.08251953125,-8.23974609375,9.58251953125,5.859375
-0.09912109375,-0.2412109375,-0.06298828125,-6.9580078125,12.5732421875,3.173828125
-0.09423828125,-0.2470703125,-0.03271484375,-5.31005859375,15.2587890625,0.79345703125
-0.08837890625,-0.23388671875,0.0087890625,-3.11279296875,16.9677734375,-1.15966796875
-0.08203125,-0.20458984375,0.060546875,-0.48828125,16.9677734375,-2.685546875
-0.07568359375,-0.16796875,0.11572265625,2.38037109375,14.892578125,-3.84521484375
-0.07177734375,-0.130859375,0.1669921875,5.55419921875,10.92529296875,-4.69970703125
-0.0703125,-0.09912109375,0.2060546875,8.6669921875,5.7373046875,-5.43212890625
-0.06884765625,-0.07421875,0.2255859375,11.53564453125,0.3662109375,-5.9814453125
-0.064453125,-0.05712890625,0.224609375,14.0380859375,-4.5166015625,-6.40869140625
-0.05517578125,-0.0458984375,0.20556640625,16.11328125,-8.4228515625,-6.65283203125
-0.04150390625,-0.0400390625,0.17236328125,17.822265625,-11.1083984375,-6.7138671875
-0.02734375,-0.03759765625,0.13134765625,19.34814453125,-12.63427734375,-6.591796875
-0.01611328125,-0.04052734375,0.0859375,20.8740234375,-13.36669921875,-6.28662109375
-0.01025390625,-0.048828125,0.03857421875,22.39990234375,-13.7939453125,-5.9814453125
-0.009765625,-0.06103515625,-0.0078125,23.8037109375,-13.97705078125,-5.615234375
-0.01220703125,-0.0751953125,-0.0537109375,24.658203125,-13.97705078125,-5.2490234375
-0.01513671875,-0.087890625,-0.09521484375,24.71923828125,-13.427734375,-4.7607421875
-0.017578125,-0.095703125,-0.12890625,23.49853515625,-11.65771484375,-4.150390625
-0.0185546875,-0.09765625,-0.14697265625,20.5078125,-8.056640625,-3.2958984375
-0.01904296875,-0.091796875,-0.13818359375,16.11328125,-2.3193359375,-2.01416015625
-0.01806640625,-0.07568359375,-0.09033203125,11.1083984375,5.31005859375,-0.48828125
-0.01220703125,-0.0517578125,0.00732421875,6.4697265625,13.916015625,1.3427734375
-0.0009765625,-0.02392578125,0.1630859375,2.99072265625,22.94921875,3.2958984375
0.0146484375,0.01416015625,0.39404296875,1.953125,33.38623046875,5.0048828125
0.0390625,0.08447265625,0.73486328125,5.859375,47.91259765625,5.37109375
0.091796875,0.1728515625,1.181640625,12.20703125,63.4765625,7.080078125
0.14453125,0.2197265625,1.6552734375,16.9677734375,65.185546875,16.2353515625
0.09228515625,0.20166015625,2.05224609375,23.8037109375,48.4619140625,24.90234375
-0.0810546875,0.11865234375,2.30322265625,34.24072265625,18.4326171875,23.01025390625
-0.2705078125,-0.00390625,2.3818359375,43.5791015625,-20.56884765625,15.2587890625
-0.388671875,-0.111328125,2.29052734375,48.52294921875,-58.04443359375,8.36181640625
-0.40625,-0.15625,2.05810546875,48.583984375,-80.322265625,3.47900390625
-0.31640625,-0.1298828125,1.7451171875,44.0673828125,-80.810546875,2.25830078125
-0.1416015625,-0.0517578125,1.4296875,34.85107421875,-61.21826171875,5.55419921875
0.0537109375,0.041015625,1.18505859375,20.81298828125,-27.52685546875,12.02392578125
0.19677734375,0.109375,1.06494140625,4.0283203125,11.16943359375,18.98193359375
0.24658203125,0.12158203125,1.1005859375,-12.14599609375,43.8232421875,24.5361328125
0.2041015625,0.07080078125,1.29052734375,-25.0244140625,61.5234375,27.9541015625
0.09619140625,-0.02587890625,1.5966796875,-33.203125,60.546875,28.4423828125
-0.04052734375,-0.13525390625,1.955078125,-36.2548828125,43.3349609375,25.81787109375
-0.15869140625,-0.22265625,2.29150390625,-34.85107421875,15.93017578125,20.751953125
-0.21875,-0.265625,2.54150390625,-30.57861328125,-13.00048828125,15.2587890625
-0.2060546875,-0.25732421875,2.662109375,-25.146484375,-35.46142578125,10.80322265625
-0.13720703125,-0.2060546875,2.64697265625,-19.71435546875,-46.142578125,8.056640625
-0.0400390625,-0.1318359375,2.5205078125,-14.70947265625,-44.5556640625,6.77490234375
0.0556640625,-0.05615234375,2.330078125,-10.31494140625,-33.447265625,6.591796875
0.126953125,0.0078125,2.130859375,-6.591796875,-16.7236328125,7.01904296875
0.16162109375,0.0576171875,1.9736328125,-3.35693359375,1.52587890625,7.4462890625
0.16259765625,0.09521484375,1.892578125,-0.42724609375,17.4560546875,7.8125
0.1396484375,0.119140625,1.89501953125,2.25830078125,27.7099609375,8.544921875
0.10009765625,0.1298828125,1.9599609375,4.82177734375,31.005859375,9.765625
0.04931640625,0.12744140625,2.04931640625,7.14111328125,28.13720703125,10.68115234375
-0.00341796875,0.11572265625,2.125,9.033203125,21.17919921875,10.7421875
-0.0439453125,0.09912109375,2.15625,10.3759765625,12.5732421875,10.25390625
-0.064453125,0.0810546875,2.125,10.92529296875,5.0048828125,9.765625
-0.0654296875,0.06640625,2.0302734375,10.43701171875,0.79345703125,9.3994140625
-0.0537109375,0.05517578125,1.88330078125,8.6669921875,0.79345703125,9.1552734375
-0.03564453125,0.04736328125,1.70654296875,5.615234375,4.638671875,8.97216796875
-0.01708984375,0.04296875,1.5263671875,1.40380859375,11.29150390625,8.85009765625
-0.00244140625,0.041015625,1.3662109375,-3.5400390625,19.04296875,8.72802734375
0.00439453125,0.041015625,1.24072265625,-8.7890625,26.30615234375,8.4228515625
0.0029296875,0.0390625,1.15625,-13.61083984375,31.18896484375,7.9345703125
-0.005859375,0.03369140625,1.10791015625,-17.7001953125,32.8369140625,7.2021484375
-0.02099609375,0.0244140625,1.0830078125,-20.81298828125,30.94482421875,6.16455078125
-0.03759765625,0.0126953125,1.06591796875,-23.01025390625,25.93994140625,4.94384765625
-0.0517578125,0.0,1.04052734375,-24.5361328125,18.85986328125,3.72314453125
-0.0615234375,-0.01025390625,0.99462890625,-25.69580078125,10.986328125,2.62451171875
-0.06591796875,-0.01708984375,0.923828125,-26.55029296875,3.5400390625,1.708984375
-0.0625,-0.01953125,0.82861328125,-27.099609375,-2.74658203125,1.0986328125
-0.052734375,-0.01806640625,0.71435546875,-27.34375,-7.62939453125,0.9765625
-0.0400390625,-0.015625,0.59033203125,-27.2216796875,-11.04736328125,1.28173828125
-0.02685546875,-0.0146484375,0.46533203125,-26.85546875,-13.00048828125,1.77001953125
-0.01513671875,-0.015625,0.34912109375,-26.30615234375,-13.671875,2.25830078125
-0.00634765625,-0.01953125,0.25,-25.634765625,-13.00048828125,2.5634765625
0.001953125,-0.02734375,0.1611328125,-24.23095703125,-11.29150390625,2.74658203125
0.00830078125,-0.0361328125,0.1142578125,-22.4609375,-9.8876953125,2.8076171875
0.01123046875,-0.046875,0.0888671875,-19.83642578125,-9.27734375,2.86865234375
0.01025390625,-0.05908203125,0.07666015625,-16.41845703125,-10.009765625,2.74658203125
0.00439453125,-0.0712890625,0.06884765625,-12.51220703125,-11.90185546875,2.38037109375
-0.00244140625,-0.0830078125,0.05615234375,-8.544921875,-14.2822265625,1.953125
-0.00732421875,-0.0927734375,0.03271484375,-4.7607421875,-16.4794921875,1.46484375
-0.0068359375,-0.10009765625,-0.00341796875,-1.52587890625,-17.7001953125,0.9765625
-0.00048828125,-0.1044921875,-0.0498046875,0.8544921875,-17.333984375,0.48828125
0.01025390625,-0.1044921875,-0.09912109375,2.50244140625,-15.0146484375,0.0
0.025390625,-0.09912109375,-0.14208984375,3.2958984375,-10.7421875,-0.42724609375
0.04248046875,-0.08935546875,-0.16796875,3.35693359375,-4.7607421875,-0.79345703125
0.05859375,-0.07470703125,-0.16650390625,3.0517578125,1.89208984375,-1.15966796875
0.07177734375,-0.0576171875,-0.1328125,3.0517578125,7.99560546875,-1.46484375
0.080078125,-0.04248046875,-0.07080078125,3.84521484375,12.26806640625,-1.64794921875
0.08056640625,-0.03369140625,0.00634765625,5.79833984375,13.671875,-1.64794921875
0.07177734375,-0.03564453125,0.08251953125,8.544921875,11.8408203125,-1.8310546875
0.0556640625,-0.04736328125,0.1396484375,11.53564453125,7.38525390625,-2.197265625
0.0380859375,-0.06396484375,0.16552734375,14.34326171875,1.89208984375,-2.9296875
0.02783203125,-0.080078125,0.15625,16.66259765625,-2.9296875,-3.84521484375
0.02783203125,-0.09326171875,0.11669921875,18.37158203125,-6.2255859375,-4.69970703125
0.0361328125,-0.10400390625,0.0556640625,19.53125,-7.6904296875,-5.37109375
0.04541015625,-0.11767578125,-0.01513671875,19.8974609375,-7.32421875,-5.92041015625
0.05126953125,-0.13623046875,-0.08447265625,19.22607421875,-5.37109375,-6.65283203125
0.0517578125,-0.158203125,-0.134765625,17.02880859375,-1.77001953125,-7.568359375
0.05029296875,-0.17626953125,-0.1474609375,13.73291015625,3.35693359375,-8.7890625
0.05126953125,-0.1806640625,-0.10888671875,10.25390625,9.765625,-10.3759765625
0.05859375,-0.16845703125,-0.01123046875,7.87353515625,16.9677734375,-11.77978515625
