ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
-0.068,-0.235,0.842,-3.113,-1.282,4.517
-0.067,-0.234,0.842,-3.784,-0.549,4.15
-0.066,-0.232,0.845,-4.517,0.122,3.723
-0.064,-0.231,0.852,-5.188,0.854,3.296
-0.063,-0.231,0.861,-5.859,1.343,2.869
-0.064,-0.23,0.87,-6.531,1.404,2.38
-0.064,-0.229,0.877,-7.202,1.221,1.831
-0.064,-0.228,0.879,-7.874,0.854,1.282
-0.063,-0.226,0.877,-8.606,0.488,0.732
-0.062,-0.224,0.872,-9.338,0.183,0.244
-0.061,-0.22,0.866,-10.193,0.122,-0.061
-0.06,-0.218,0.862,-10.925,0.183,-0.427
-0.06,-0.216,0.863,-11.475,0.305,-0.732
-0.06,-0.215,0.868,-11.841,0.244,-0.916
-0.062,-0.217,0.877,-11.963,0.061,-1.099
-0.063,-0.221,0.89,-11.841,-0.244,-1.343
-0.065,-0.227,0.905,-11.475,-0.732,-1.587
-0.066,-0.232,0.918,-10.925,-1.221,-1.831
-0.066,-0.238,0.931,-10.315,-1.648,-2.075
-0.066,-0.244,0.941,-9.583,-2.014,-2.258
-0.066,-0.249,0.951,-8.789,-2.258,-2.441
-0.066,-0.253,0.959,-8.057,-2.625,-2.625
-0.066,-0.258,0.966,-7.385,-2.991,-2.747
-0.068,-0.263,0.973,-6.775,-3.357,-2.93
-0.07,-0.267,0.979,-6.165,-3.479,-3.052
-0.073,-0.272,0.982,-5.676,-3.54,-3.113
-0.076,-0.277,0.985,-5.249,-3.296,-3.052
-0.079,-0.281,0.987,-4.883,-2.686,-2.991
-0.08,-0.284,0.99,-4.761,-1.892,-2.808
-0.082,-0.287,0.995,-4.761,-1.099,-2.502
-0.085,-0.291,1.003,-4.822,-0.61,-2.075
-0.09,-0.294,1.011,-4.822,-0.549,-1.648
-0.093,-0.297,1.019,-4.822,-0.732,-1.16
-0.094,-0.3,1.029,-4.944,-0.916,-0.488
-0.095,-0.301,1.041,-5.127,-0.977,0.244
-0.097,-0.303,1.055,-5.188,-1.099,1.282
-0.102,-0.305,1.071,-5.127,-1.465,2.319
-0.108,-0.309,1.085,-4.7,-2.38,3.418
-0.115,-0.314,1.096,-4.028,-3.662,4.395
-0.12,-0.32,1.101,-3.113,-5.066,5.249
-0.122,-0.327,1.099,-2.014,-6.287,6.226
-0.122,-0.332,1.089,-0.793,-6.897,7.202
-0.121,-0.337,1.073,0.488,-6.897,8.24
-0.121,-0.343,1.052,2.014,-6.531,9.277
-0.122,-0.351,1.029,3.662,-6.042,10.254
-0.122,-0.359,1.007,5.371,-5.005,11.169
-0.115,-0.368,0.996,6.897,-2.808,11.841
-0.104,-0.377,1.005,8.118,0.366,12.573
-0.097,-0.386,1.036,9.033,3.357,13.611
-0.095,-0.396,1.084,10.193,5.371,14.526
-0.101,-0.406,1.14,11.658,5.371,14.771
-0.111,-0.417,1.188,13.184,2.808,14.465
-0.12,-0.428,1.213,14.893,-1.648,13.672
-0.117,-0.436,1.209,16.418,-6.104,12.573
-0.101,-0.438,1.178,17.334,-8.484,11.597
-0.076,-0.435,1.135,17.395,-7.568,11.292
-0.05,-0.428,1.101,16.663,-3.54,11.475
-0.037,-0.425,1.089,15.686,1.282,12.085
-0.043,-0.428,1.102,14.893,4.15,12.512
-0.066,-0.438,1.124,14.587,3.601,12.085
-0.092,-0.454,1.138,14.954,0.0,10.62
-0.105,-0.467,1.127,15.564,-4.517,8.545
-0.097,-0.473,1.091,15.869,-6.958,6.653
-0.073,-0.467,1.038,15.625,-5.798,5.554
-0.044,-0.451,0.987,14.893,-1.038,5.31
-0.026,-0.432,0.953,14.221,5.005,5.798
-0.028,-0.418,0.942,13.855,9.644,6.287
-0.045,-0.415,0.952,14.038,10.925,6.042
-0.064,-0.419,0.971,14.526,8.911,4.944
-0.073,-0.426,0.987,15.198,4.883,3.479
-0.068,-0.426,0.991,15.869,0.671,2.075
-0.054,-0.418,0.977,16.296,-2.075,1.16
-0.037,-0.402,0.949,16.541,-3.174,0.793
-0.021,-0.384,0.915,16.418,-2.625,0.61
-0.012,-0.369,0.887,15.991,-1.16,0.549
-0.011,-0.36,0.873,15.503,0.183,0.488
-0.018,-0.357,0.875,15.015,0.549,0.122
-0.026,-0.36,0.887,14.648,-0.305,-0.488
-0.031,-0.363,0.901,14.221,-1.77,-1.465
-0.032,-0.364,0.909,13.611,-2.991,-2.38
-0.028,-0.361,0.908,12.817,-3.418,-3.174
-0.023,-0.356,0.9,11.963,-2.93,-3.845
-0.018,-0.35,0.888,10.986,-1.587,-4.456
-0.014,-0.343,0.877,9.888,0.0,-5.005
-0.013,-0.338,0.874,8.911,1.221,-5.554
-0.014,-0.334,0.875,8.057,1.831,-6.165
-0.014,-0.33,0.881,7.263,1.953,-6.958
-0.011,-0.326,0.89,6.409,1.77,-7.69
-0.007,-0.32,0.898,5.493,1.587,-8.24
-0.004,-0.313,0.904,4.517,1.465,-8.667
-0.003,-0.304,0.907,3.54,1.404,-9.094
-0.004,-0.296,0.907,2.563,1.404,-9.399
-0.007,-0.29,0.902,1.648,1.404,-9.705
-0.011,-0.284,0.893,0.732,1.587,-9.888
-0.014,-0.279,0.88,-0.122,2.136,-9.827
-0.015,-0.272,0.864,-0.916,3.052,-9.705
-0.014,-0.264,0.847,-1.709,4.395,-9.277
-0.012,-0.256,0.831,-2.38,6.165,-8.545
-0.008,-0.248,0.818,-3.235,8.24,-7.629
-0.005,-0.242,0.811,-4.089,10.437,-6.531
-0.005,-0.239,0.809,-4.944,12.39,-5.371
-0.007,-0.237,0.812,-5.676,13.794,-4.272
-0.01,-0.237,0.815,-6.165,14.709,-3.296
-0.013,-0.238,0.817,-6.47,15.503,-2.38
-0.012,-0.238,0.815,-6.653,16.418,-1.587
-0.009,-0.237,0.81,-6.775,17.7,-0.793
-0.005,-0.233,0.805,-6.714,19.348,0.0
-0.001,-0.229,0.803,-6.531,21.24,0.61
0.0,-0.227,0.807,-6.287,22.949,1.16
-0.004,-0.228,0.819,-5.859,24.109,1.404
-0.012,-0.231,0.835,-5.371,24.475,1.404
-0.021,-0.237,0.85,-4.944,24.048,1.038
-0.029,-0.243,0.86,-4.7,23.132,0.549
-0.034,-0.248,0.864,-4.639,22.217,0.0
-0.038,-0.25,0.861,-4.822,21.423,-0.549
-0.043,-0.251,0.855,-5.31,20.874,-1.038
-0.049,-0.253,0.848,-6.104,20.508,-1.526
-0.056,-0.257,0.845,-7.019,20.264,-2.014
-0.063,-0.262,0.851,-7.935,19.714,-2.625
-0.071,-0.267,0.864,-8.85,18.677,-3.174
-0.079,-0.271,0.884,-9.521,17.029,-3.784
-0.085,-0.275,0.906,-10.071,14.771,-4.578
-0.088,-0.277,0.927,-10.498,12.207,-5.31
-0.089,-0.277,0.943,-10.742,9.399,-6.042
-0.088,-0.274,0.952,-10.742,6.836,-6.775
-0.085,-0.27,0.954,-10.742,4.761,-7.385
-0.081,-0.265,0.953,-10.559,3.174,-7.874
-0.077,-0.26,0.951,-10.315,2.075,-8.24
-0.072,-0.257,0.952,-9.949,0.977,-8.545
-0.069,-0.255,0.957,-9.46,-0.183,-8.85
-0.067,-0.254,0.962,-8.911,-1.77,-9.155
-0.064,-0.254,0.967,-8.24,-3.479,-9.46
-0.062,-0.254,0.968,-7.507,-5.31,-9.705
-0.057,-0.253,0.963,-6.897,-6.836,-9.888
-0.052,-0.252,0.953,-6.348,-7.935,-10.01
-0.045,-0.25,0.938,-5.92,-8.484,-9.949
-0.039,-0.247,0.922,-5.676,-8.484,-9.827
-0.034,-0.245,0.908,-5.554,-8.423,-9.521
-0.03,-0.245,0.898,-5.554,-8.24,-9.155
-0.028,-0.246,0.893,-5.676,-8.24,-8.789
-0.026,-0.249,0.891,-5.859,-8.301,-8.545
-0.024,-0.253,0.892,-6.042,-8.362,-8.179
-0.023,-0.257,0.892,-6.165,-8.484,-7.813
-0.02,-0.26,0.892,-6.165,-8.362,-7.446
-0.017,-0.264,0.891,-6.104,-7.996,-7.08
-0.012,-0.268,0.892,-5.92,-7.263,-6.775
-0.008,-0.271,0.896,-5.493,-6.531,-6.47
-0.005,-0.275,0.902,-4.883,-5.92,-6.287
-0.003,-0.281,0.913,-4.089,-5.554,-6.287
-0.001,-0.287,0.924,-3.113,-5.493,-6.531
0.0,-0.294,0.938,-2.075,-5.615,-6.897
0.0,-0.301,0.951,-0.916,-6.104,-7.446
-0.002,-0.308,0.961,0.244,-6.897,-8.118
-0.003,-0.314,0.966,1.404,-7.813,-8.972
-0.001,-0.32,0.967,2.441,-8.484,-9.949
0.002,-0.325,0.967,3.235,-8.789,-10.986
0.004,-0.327,0.968,3.845,-8.789,-11.963
0.005,-0.328,0.971,4.333,-8.789,-12.878
0.004,-0.329,0.977,4.822,-9.033,-13.916
0.004,-0.329,0.985,5.249,-9.46,-15.015
0.005,-0.329,0.995,5.737,-9.827,-16.113
0.006,-0.327,1.004,6.226,-10.193,-17.029
0.006,-0.324,1.011,6.897,-10.437,-17.761
0.007,-0.318,1.016,7.629,-10.437,-18.311
0.009,-0.309,1.02,8.545,-10.132,-18.738
0.012,-0.301,1.023,9.155,-9.46,-18.738
0.015,-0.293,1.03,9.521,-8.484,-18.433
0.017,-0.287,1.039,9.644,-7.69,-17.822
0.015,-0.282,1.049,9.583,-7.385,-16.968
0.013,-0.278,1.058,9.277,-7.568,-16.052
0.011,-0.276,1.063,8.728,-8.118,-15.076
0.01,-0.276,1.065,7.935,-8.728,-13.916
0.009,-0.277,1.06,6.775,-9.216,-12.573
0.008,-0.279,1.05,5.371,-9.277,-10.925
0.009,-0.283,1.041,3.54,-8.301,-9.094
0.012,-0.288,1.042,1.221,-6.348,-7.08
0.01,-0.296,1.058,-1.16,-4.333,-4.7
0.0,-0.309,1.085,-3.296,-3.113,-2.319
-0.017,-0.326,1.115,-5.066,-2.93,-0.244
-0.036,-0.347,1.14,-6.348,-3.723,1.16
-0.051,-0.368,1.155,-7.202,-5.005,2.197
-0.059,-0.384,1.157,-7.446,-6.042,3.174
-0.061,-0.395,1.146,-7.324,-6.042,4.211
-0.059,-0.4,1.13,-6.775,-4.333,5.371
-0.056,-0.401,1.119,-6.042,-1.099,6.531
-0.057,-0.403,1.12,-5.066,2.38,7.813
-0.067,-0.407,1.137,-3.54,5.127,8.972
-0.084,-0.415,1.164,-1.343,6.104,9.644
-0.104,-0.423,1.19,1.16,5.005,9.766
-0.12,-0.432,1.206,3.845,2.319,9.399
-0.128,-0.434,1.202,6.47,-0.671,8.85
-0.127,-0.43,1.178,8.728,-2.625,8.545
-0.121,-0.42,1.14,10.437,-2.991,8.667
-0.115,-0.406,1.098,11.658,-2.136,9.155
-0.115,-0.393,1.061,12.451,-0.977,9.888
-0.122,-0.382,1.033,13.0,-0.488,10.437
-0.133,-0.375,1.014,13.55,-1.282,10.681
-0.146,-0.372,0.999,14.099,-3.357,10.62
-0.155,-0.37,0.978,14.648,-6.042,10.376
-0.159,-0.365,0.948,15.198,-8.484,10.071
-0.154,-0.357,0.908,15.442,-9.827,9.705
-0.145,-0.346,0.863,15.503,-9.583,9.644
-0.134,-0.333,0.821,15.381,-7.813,9.766
-0.127,-0.318,0.789,15.32,-5.249,10.071
-0.125,-0.305,0.771,15.198,-2.563,10.437
-0.127,-0.296,0.771,15.076,-0.366,10.498
-0.129,-0.29,0.788,14.832,0.854,10.437
-0.131,-0.287,0.816,14.343,1.16,10.254
-0.133,-0.285,0.847,13.672,0.671,10.01
-0.136,-0.283,0.869,13.0,-0.244,9.705
-0.137,-0.28,0.878,12.207,-1.221,9.338
-0.136,-0.275,0.873,11.353,-1.526,8.972
-0.13,-0.271,0.859,10.254,-0.61,8.789
-0.123,-0.265,0.847,8.85,1.404,8.85
-0.119,-0.259,0.841,7.385,3.906,9.094
-0.121,-0.255,0.847,5.859,5.981,9.277
-0.127,-0.254,0.861,4.456,7.263,9.277
-0.133,-0.255,0.882,2.991,7.69,9.094
-0.139,-0.259,0.902,1.587,7.385,8.728
-0.143,-0.262,0.917,0.183,6.714,8.362
-0.144,-0.264,0.92,-1.282,6.165,8.118
-0.143,-0.263,0.913,-2.869,5.92,7.996
-0.141,-0.262,0.899,-4.639,6.165,7.996
-0.14,-0.26,0.883,-6.531,6.775,8.118
-0.14,-0.259,0.871,-8.423,7.446,8.24
-0.142,-0.261,0.865,-10.254,7.996,8.362
-0.144,-0.265,0.866,-12.085,8.179,8.301
-0.146,-0.27,0.875,-13.916,7.813,8.179
-0.147,-0.277,0.887,-15.808,6.958,7.874
-0.147,-0.284,0.9,-17.639,5.737,7.446
-0.147,-0.292,0.913,-19.653,4.089,6.775
-0.146,-0.301,0.925,-21.667,2.075,5.981
-0.145,-0.309,0.935,-23.621,0.061,5.066
-0.142,-0.315,0.945,-25.513,-1.892,3.967
-0.139,-0.321,0.956,-27.222,-4.089,2.869
-0.138,-0.325,0.966,-28.687,-6.592,1.831
-0.138,-0.327,0.971,-29.724,-9.338,0.671
-0.135,-0.329,0.971,-30.334,-11.902,-0.427
-0.13,-0.33,0.965,-30.579,-14.038,-1.465
-0.125,-0.328,0.956,-30.273,-15.503,-2.197
-0.118,-0.325,0.944,-29.48,-16.479,-2.686
-0.112,-0.322,0.931,-28.32,-17.334,-3.113
-0.107,-0.32,0.917,-27.039,-17.944,-3.296
-0.101,-0.321,0.902,-25.574,-18.188,-3.418
-0.095,-0.321,0.887,-23.987,-18.005,-3.418
-0.088,-0.321,0.874,-22.217,-17.7,-3.174
-0.082,-0.321,0.862,-20.447,-17.151,-2.808
-0.075,-0.32,0.851,-18.738,-16.541,-2.38
-0.069,-0.32,0.84,-17.212,-15.747,-1.831
-0.063,-0.321,0.831,-15.747,-14.771,-1.282
-0.058,-0.321,0.824,-14.343,-13.733,-0.61
-0.053,-0.321,0.818,-12.878,-12.756,0.0
-0.049,-0.32,0.812,-11.108,-11.536,0.671
-0.044,-0.318,0.809,-9.583,-10.254,1.282
-0.04,-0.315,0.807,-8.057,-8.911,1.831
-0.037,-0.311,0.808,-6.47,-7.629,2.441
-0.035,-0.306,0.809,-4.761,-6.409,2.93
-0.034,-0.3,0.809,-2.93,-5.188,3.296
-0.031,-0.294,0.807,-1.16,-3.845,3.54
-0.029,-0.288,0.807,0.366,-2.197,3.845
-0.027,-0.281,0.809,1.77,-0.427,4.211
-0.027,-0.273,0.814,3.052,1.16,4.456
-0.029,-0.267,0.823,4.211,2.38,4.7
-0.032,-0.262,0.834,5.31,3.235,4.761
-0.036,-0.257,0.846,6.287,3.723,4.822
-0.039,-0.253,0.856,7.08,3.967,4.822
-0.042,-0.249,0.862,7.69,4.15,4.761
-0.044,-0.245,0.865,7.996,4.395,4.761
-0.046,-0.241,0.863,8.118,4.822,4.761
-0.048,-0.238,0.86,7.935,5.371,4.822
-0.05,-0.237,0.859,7.568,5.859,4.944
-0.051,-0.236,0.861,7.08,6.226,5.066
-0.053,-0.236,0.866,6.47,6.348,5.188
-0.056,-0.237,0.875,5.859,6.165,5.31
-0.059,-0.24,0.887,5.188,5.859,5.432
-0.061,-0.244,0.9,4.456,5.371,5.432
-0.063,-0.249,0.914,3.784,4.822,5.432
-0.066,-0.255,0.927,3.235,4.15,5.432
-0.068,-0.259,0.938,2.808,3.418,5.371
-0.069,-0.263,0.946,2.502,2.686,5.249
-0.068,-0.266,0.953,2.319,2.075,5.127
-0.067,-0.268,0.957,2.319,1.526,5.066
-0.067,-0.269,0.96,2.38,0.977,4.944
-0.067,-0.269,0.96,2.625,0.488,4.822
-0.067,-0.268,0.958,3.052,0.122,4.639
-0.067,-0.267,0.953,3.418,-0.061,4.456
-0.066,-0.266,0.948,3.723,0.0,4.333
-0.066,-0.264,0.944,4.028,0.427,4.272
-0.065,-0.261,0.943,4.333,1.099,4.333
-0.066,-0.258,0.945,4.578,1.831,4.517
-0.067,-0.254,0.949,4.822,2.625,4.883
-0.067,-0.249,0.955,4.883,3.418,5.371
-0.066,-0.244,0.962,4.822,4.456,5.92
-0.065,-0.24,0.971,4.517,5.615,6.653
-0.064,-0.238,0.982,3.967,6.958,7.629
-0.067,-0.237,0.996,3.357,8.057,8.728
-0.073,-0.239,1.011,2.747,8.667,9.827
-0.081,-0.243,1.024,2.136,8.789,10.864
-0.086,-0.249,1.035,1.648,8.545,11.78
-0.089,-0.255,1.043,1.221,8.179,12.756
-0.089,-0.261,1.05,0.916,7.935,13.672
-0.088,-0.266,1.057,0.732,7.813,14.526
-0.088,-0.272,1.064,0.732,7.568,15.259
-0.089,-0.282,1.073,1.099,7.08,15.625
-0.092,-0.294,1.083,1.77,6.348,15.564
-0.099,-0.31,1.092,2.625,5.249,15.137
-0.106,-0.328,1.098,3.723,3.845,14.282
-0.114,-0.346,1.097,5.005,2.197,13.062
-0.118,-0.363,1.087,6.348,0.732,11.536
-0.115,-0.378,1.074,7.385,0.305,9.827
-0.105,-0.39,1.066,7.996,1.77,8.118
-0.094,-0.399,1.076,8.057,4.517,6.592
-0.089,-0.407,1.108,8.057,6.897,5.371
-0.099,-0.417,1.155,8.179,7.385,4.028
-0.12,-0.429,1.197,8.606,5.066,2.075
-0.139,-0.442,1.219,9.521,0.305,-0.549
-0.143,-0.449,1.212,10.925,-4.944,-3.784
-0.128,-0.448,1.179,12.146,-8.484,-6.592
-0.103,-0.438,1.131,12.756,-8.911,-8.24
-0.076,-0.422,1.086,12.817,-5.798,-8.85
-0.057,-0.405,1.062,12.451,-0.793,-8.911
-0.054,-0.396,1.069,12.146,3.113,-8.789
-0.069,-0.397,1.101,12.39,3.784,-9.094
-0.092,-0.409,1.141,13.428,1.099,-10.376
-0.11,-0.425,1.173,14.954,-3.601,-12.329
-0.109,-0.437,1.187,16.602,-7.996,-14.526
-0.09,-0.436,1.183,17.822,-9.766,-16.113
-0.061,-0.421,1.171,18.555,-8.423,-16.724
-0.04,-0.398,1.161,18.982,-5.432,-16.479
-0.036,-0.377,1.156,19.287,-3.296,-16.052
-0.05,-0.368,1.147,19.714,-3.662,-16.052
-0.07,-0.369,1.127,20.203,-6.165,-16.724
-0.082,-0.375,1.087,20.508,-9.338,-17.761
-0.083,-0.38,1.03,20.447,-11.78,-18.494
-0.073,-0.376,0.957,19.897,-12.634,-18.616
-0.06,-0.367,0.878,18.982,-11.536,-18.005
-0.046,-0.354,0.803,17.7,-8.789,-16.968
-0.037,-0.345,0.744,16.235,-4.944,-15.625
-0.033,-0.34,0.711,14.832,-0.916,-14.221
-0.037,-0.341,0.714,13.672,2.136,-12.756
-0.044,-0.345,0.746,13.184,2.441,-11.963
-0.05,-0.349,0.792,13.062,0.854,-11.475
-0.051,-0.351,0.841,13.245,-1.709,-11.292
-0.047,-0.348,0.88,13.611,-4.7,-11.169
-0.039,-0.341,0.902,14.038,-7.324,-10.925
-0.028,-0.33,0.906,14.587,-8.911,-10.559
-0.017,-0.317,0.896,15.076,-9.338,-10.071
-0.006,-0.303,0.882,15.503,-9.033,-9.521
0.0,-0.29,0.87,15.808,-8.423,-8.789
0.003,-0.279,0.865,15.991,-8.118,-8.118
0.004,-0.27,0.868,15.991,-8.179,-7.446
0.006,-0.264,0.877,15.564,-8.484,-6.897
0.008,-0.26,0.889,14.771,-8.667,-6.287
0.01,-0.256,0.901,13.733,-8.728,-5.554
0.012,-0.252,0.912,12.573,-8.789,-4.7
0.013,-0.249,0.917,11.292,-8.85,-3.845
0.014,-0.245,0.917,10.071,-8.85,-3.052
0.015,-0.242,0.912,8.789,-8.606,-2.319
0.017,-0.24,0.902,7.507,-7.996,-1.587
0.018,-0.238,0.889,6.348,-7.263,-0.854
0.019,-0.237,0.875,5.249,-6.165,-0.122
0.021,-0.236,0.863,4.211,-4.639,0.488
0.023,-0.236,0.855,3.174,-2.869,1.099
0.023,-0.236,0.856,2.319,-1.221,1.709
0.021,-0.238,0.864,1.526,0.061,2.197
0.018,-0.242,0.877,0.793,1.038,2.563
0.014,-0.246,0.891,0.061,1.709,2.747
0.01,-0.251,0.902,-0.549,2.197,2.808
0.008,-0.256,0.908,-1.282,2.808,2.869
0.007,-0.259,0.907,-2.075,3.845,2.869
0.006,-0.26,0.902,-2.869,5.188,2.869
0.004,-0.261,0.896,-3.662,6.714,2.869
0.001,-0.263,0.89,-4.395,8.057,2.808
-0.003,-0.265,0.884,-5.005,9.094,2.563
-0.009,-0.269,0.878,-5.554,9.888,2.258
-0.013,-0.271,0.871,-6.042,10.376,1.831
-0.016,-0.273,0.863,-6.47,10.864,1.465
-0.017,-0.273,0.854,-6.836,11.475,1.16
-0.017,-0.271,0.848,-7.202,12.085,0.854
-0.017,-0.268,0.846,-7.385,12.634,0.671
-0.017,-0.264,0.849,-7.385,12.878,0.549
-0.019,-0.261,0.857,-7.324,12.573,0.366
-0.02,-0.259,0.867,-7.141,11.963,0.244
-0.02,-0.257,0.877,-6.897,11.047,0.061
-0.019,-0.255,0.885,-6.592,10.071,-0.061
-0.017,-0.252,0.889,-6.287,9.155,-0.244
-0.015,-0.249,0.891,-5.92,8.362,-0.427
-0.013,-0.246,0.89,-5.432,7.751,-0.732
-0.012,-0.246,0.886,-4.761,7.202,-1.16
-0.009,-0.248,0.879,-4.028,6.775,-1.892
-0.006,-0.252,0.87,-3.296,6.592,-2.808
-0.001,-0.258,0.86,-2.625,6.897,-3.967
0.004,-0.263,0.853,-2.014,7.751,-5.188
0.011,-0.266,0.852,-1.587,9.033,-6.47
0.017,-0.265,0.857,-1.343,10.071,-7.629
0.019,-0.263,0.869,-1.282,10.437,-8.911
0.02,-0.259,0.883,-1.343,10.071,-10.254
0.021,-0.256,0.895,-1.709,9.216,-11.658
0.022,-0.252,0.9,-2.258,8.362,-12.939
0.023,-0.246,0.9,-2.991,7.874,-13.977
0.025,-0.238,0.895,-3.967,7.751,-14.771
0.025,-0.23,0.886,-5.188,7.874,-15.259
0.023,-0.223,0.877,-6.47,8.301,-15.564
0.022,-0.219,0.872,-7.629,8.972,-15.625
0.02,-0.218,0.873,-8.728,9.644,-15.503
0.018,-0.22,0.879,-9.827,10.01,-15.198
0.012,-0.224,0.891,-10.925,10.132,-14.648
0.005,-0.229,0.904,-11.963,9.827,-14.099
-0.002,-0.235,0.916,-12.817,9.399,-13.55
-0.01,-0.242,0.923,-13.55,8.911,-12.878
-0.016,-0.248,0.924,-14.099,8.606,-12.146
-0.02,-0.253,0.921,-14.526,8.911,-11.23
-0.022,-0.256,0.917,-14.832,9.583,-10.132
-0.024,-0.257,0.915,-15.015,10.254,-8.972
-0.027,-0.258,0.916,-14.954,10.742,-7.69
-0.03,-0.259,0.92,-14.587,10.803,-6.531
-0.033,-0.261,0.929,-13.916,10.62,-5.493
-0.033,-0.263,0.939,-12.939,10.254,-4.395
-0.033,-0.265,0.953,-11.78,9.766,-3.296
-0.032,-0.265,0.968,-10.498,9.033,-2.197
-0.032,-0.266,0.983,-9.094,8.057,-1.038
-0.033,-0.267,0.998,-7.568,6.653,0.0
-0.034,-0.27,1.009,-5.981,4.944,0.793
-0.034,-0.274,1.016,-4.272,3.113,1.587
-0.034,-0.279,1.019,-2.747,1.282,2.319
-0.032,-0.284,1.016,-1.343,-0.244,2.991
-0.028,-0.289,1.011,-0.244,-1.343,3.662
-0.025,-0.295,1.003,0.732,-2.197,4.395
-0.024,-0.302,0.999,1.404,-2.747,4.883
-0.024,-0.31,0.997,2.075,-3.235,5.249
-0.023,-0.318,0.996,2.686,-3.784,5.371
-0.022,-0.326,0.998,3.235,-4.272,5.31
-0.02,-0.332,1.001,3.784,-4.456,5.127
-0.018,-0.336,1.005,4.211,-4.517,4.944
-0.016,-0.339,1.01,4.639,-4.395,4.639
-0.015,-0.341,1.016,5.066,-4.211,4.272
-0.014,-0.342,1.024,5.493,-3.967,3.845
-0.012,-0.342,1.034,5.859,-3.723,3.418
-0.01,-0.341,1.048,6.287,-3.662,3.052
-0.009,-0.338,1.063,6.653,-3.967,2.686
-0.01,-0.334,1.078,7.141,-4.761,2.38
-0.012,-0.331,1.09,7.69,-6.042,2.014
-0.015,-0.328,1.094,8.301,-7.507,1.648
-0.016,-0.326,1.093,8.85,-8.545,1.343
-0.012,-0.323,1.092,9.033,-8.423,1.282
-0.006,-0.318,1.102,8.606,-6.897,1.526
-0.003,-0.313,1.129,7.813,-4.883,2.319
-0.008,-0.31,1.174,7.019,-3.601,3.235
-0.024,-0.31,1.227,6.348,-4.089,4.089
-0.049,-0.316,1.272,5.981,-6.775,4.456
-0.072,-0.326,1.295,6.042,-11.169,4.272
-0.083,-0.336,1.289,6.348,-15.442,3.906
-0.078,-0.341,1.257,6.348,-17.212,3.845
-0.063,-0.338,1.214,5.798,-15.625,4.578
-0.05,-0.331,1.178,4.761,-11.353,6.042
-0.05,-0.326,1.161,3.54,-6.653,7.874
-0.065,-0.33,1.165,2.625,-3.662,9.338
-0.09,-0.347,1.186,2.075,-3.357,9.949
-0.115,-0.372,1.208,1.953,-5.493,9.766
-0.132,-0.397,1.221,2.319,-8.972,9.033
-0.135,-0.415,1.214,2.93,-12.207,8.301
-0.127,-0.419,1.187,3.418,-13.977,7.874
-0.112,-0.412,1.147,3.723,-13.55,7.874
-0.098,-0.398,1.106,3.845,-11.597,8.179
-0.092,-0.384,1.075,4.089,-9.399,8.667
-0.096,-0.375,1.057,4.7,-8.362,8.85
-0.106,-0.369,1.047,5.737,-9.277,8.484
-0.117,-0.367,1.036,7.141,-11.841,7.69
-0.123,-0.363,1.012,8.606,-15.015,6.531
-0.122,-0.356,0.97,10.071,-17.578,5.432
-0.113,-0.343,0.913,11.414,-18.799,4.333
-0.099,-0.325,0.847,12.512,-18.066,3.54
-0.083,-0.305,0.783,13.428,-15.564,3.174
-0.072,-0.287,0.731,14.16,-11.658,3.113
-0.066,-0.273,0.701,14.709,-7.446,3.174
-0.066,-0.265,0.696,15.137,-4.089,3.052
-0.072,-0.265,0.714,15.503,-2.563,2.808
-0.079,-0.268,0.745,15.991,-2.747,2.136
-0.083,-0.272,0.777,16.418,-4.028,1.282
-0.082,-0.273,0.8,16.968,-5.554,0.488
-0.073,-0.271,0.809,17.456,-6.226,-0.183
-0.06,-0.262,0.806,17.883,-5.554,-0.61
-0.047,-0.251,0.799,18.372,-3.723,-0.671
-0.039,-0.239,0.795,18.86,-1.282,-0.427
-0.036,-0.229,0.798,19.348,0.916,-0.244
-0.038,-0.224,0.81,19.775,2.38,-0.183
-0.042,-0.22,0.827,20.081,3.235,-0.244
-0.046,-0.219,0.846,20.081,3.845,-0.366
-0.05,-0.217,0.864,19.653,4.395,-0.427
-0.054,-0.214,0.878,18.86,5.066,-0.366
-0.058,-0.209,0.889,17.7,5.92,-0.183
-0.064,-0.203,0.897,16.174,6.714,0.122
-0.074,-0.199,0.903,14.404,7.324,0.549
